 --------------------------------------------------
 Mach Number =   0.29999999999999999     
 --------------------------------------------------
    alpha(deg)                CL                        CD                        Cm
   135.00000000000000        2.7357104690541449       -2.4796747787725164       -1.0838575836319386     
   136.00000000000000        2.6770360363447159       -2.3425782911073241       -1.0460839388518159     
   137.00000000000000        2.6147735794817395       -2.2088593440461772       -1.0083478515242621     
   137.99999999999997        2.5491710055713206       -2.0786793792932343      -0.97069632785084381     
   139.00000000000000        2.4804817987170251       -1.9521856124912957      -0.93317616000468706     
   140.00000000000000        2.4089641418031720       -1.8295109011560033      -0.89583388060502211     
   141.00000000000000        2.3348800477577534       -1.7107736681842738      -0.85871571637486499     
   142.00000000000000        2.2584945037750965       -1.5960778789302232      -0.82186754114370508     
   143.00000000000000        2.1800746317527215       -1.4855130696317811      -0.78533482834877777     
   144.00000000000000        2.0998888679592662       -1.3791544247816552      -0.74916260318082695     
   145.00000000000000        2.0182061647010379       -1.2770629008680296      -0.71339539451291478     
   146.00000000000000        1.9352952164945063       -1.1792853937654753      -0.67807718674407136     
   147.00000000000000        1.8514237129858591       -1.0858549469336931      -0.64325137168304558     
   148.00000000000000        1.7668576205851139      -0.99679099748344424      -0.60896070059140173     
   149.00000000000000        1.6818604945064117      -0.91209965709429175      -0.57524723649945397     
   150.00000000000003        1.5966928226277517      -0.83177402471794248      -0.54215230690314753     
   151.00000000000000        1.5116114023063798      -0.75579452797463065      -0.50971645694488743     
   152.00000000000000        1.4268687510110760      -0.68412929014717860      -0.47797940317645149     
   153.00000000000000        1.3427125513630023      -0.61673451969680948      -0.44697998799758104     
   154.00000000000003        1.2593851309130313      -0.55355491926934619      -0.41675613485945984     
   155.00000000000000        1.1771229767292888      -0.49452411122339601      -0.38734480431812562     
   156.00000000000000        1.0961562846239512      -0.43956507679917639      -0.35878195101890181     
   156.99999999999997        1.0167085426167251      -0.38859060615094876      -0.33110248168912504     
   158.00000000000000       0.93899614801414877      -0.34150375659004589      -0.30434021421278534     
   159.00000000000000       0.86322805728031970      -0.29819831652627971      -0.27852783785716995     
   160.00000000000000       0.78960546768958473      -0.25855927275095614      -0.25369687471820263     
   160.99999999999997       0.71832152958158946      -0.22246327887534983      -0.22987764244786177     
   162.00000000000000       0.64956108789127420      -0.18977912291946589      -0.20709921832385703     
   163.00000000000000       0.58350045149521101      -0.16036819223845930      -0.18538940471864376     
   164.00000000000000       0.52030718880717974      -0.13408493417384296      -0.16477469602173908     
   164.99999999999997       0.46013994796723445      -0.11077731102352729      -0.14528024706640760     
   166.00000000000003       0.40314829990186907       -9.0287248134702153E-002 -0.12692984310876665     
   167.00000000000000       0.34947260248691914       -7.2451074137845572E-002 -0.10974587140453308     
   168.00000000000000       0.29924388402180380       -5.7099952551733911E-002  -9.3749294425766919E-002
   169.00000000000000       0.25258374422039287       -4.4060304202263090E-002  -7.8959624757169833E-002
   170.00000000000000       0.20960427094236950       -3.3154220105069417E-002  -6.5394901708728859E-002
   171.00000000000000       0.17040797092799168       -2.4199864663584918E-002  -5.3071669678735500E-002
   172.00000000000000       0.13508771285689938       -1.7011869229639907E-002  -4.2004958298506451E-002
   173.00000000000000       0.10372668112947275       -1.1401716258366553E-002  -3.2208264387422469E-002
   174.00000000000000        7.6398338863136545E-002  -7.1781144634394164E-003  -2.3693535744229968E-002
   174.99999999999997        5.3166398708177194E-002  -4.1473655408936954E-003  -1.6471156797872061E-002
   175.99999999999997        3.4084800213328506E-002  -2.1137231766909267E-003  -1.0549936138487124E-002
   177.00000000000003        1.9197692611811534E-002  -8.7974518609484095E-004  -5.9370959465637127E-003
   178.00000000000000        8.5394220504884221E-003  -2.4663974820545505E-004  -2.6382633356283893E-003
   179.00000000000000        2.1345224475446426E-003  -1.4606797369933165E-005  -6.5746362123658263E-004
   180.00000000000000       -2.2906651788229756E-006   1.6824287241390904E-005   2.8844735585710672E-006
 --------------------------------------------------
 Mach Number =   0.94999999999999996     
 --------------------------------------------------
    alpha(deg)                CL                        CD                        Cm
  -180.00000000000000        3.4989064709248690E-006   3.7033680876136884E-006  -4.8154002642654766E-008
  -179.00000000000000       -3.2873728782766196E-003  -8.1757541506903835E-005   4.7083746110837869E-004
  -178.00000000000000       -1.3138565944549461E-002  -6.8259528385133928E-004   1.8829301965459341E-003
  -177.00000000000003       -2.9484296135234036E-002  -2.3106011871418110E-003   4.2345095508250601E-003
  -175.99999999999997       -5.2215439123583403E-002  -5.4702837604926838E-003   7.5227103915812606E-003
  -174.99999999999997       -8.1180300739136971E-002  -1.0655293939832935E-002   1.1743526444797758E-002
  -174.00000000000000      -0.11618568742208195       -1.8344929210902469E-002   1.6891815174140620E-002
  -173.00000000000000      -0.15699826890128168       -2.9000741984629080E-002   2.2961304044434052E-002
  -172.00000000000000      -0.20334622303376754       -4.3063276821727933E-002   2.9944598161613829E-002
  -171.00000000000000      -0.25492115066329141       -6.0948960139416204E-002   3.7833189279818241E-002
  -170.00000000000000      -0.31138024636572315       -8.3047164894270276E-002   4.6617466164612723E-002
  -169.00000000000000      -0.37234870906694245      -0.10971747142803644        5.6286726299676799E-002
  -168.00000000000000      -0.43742237475538048      -0.14128714419733446        6.6829188922647983E-002
  -167.00000000000000      -0.50617055188425353      -0.17804884249695688        7.8232009374192488E-002
  -166.00000000000003      -0.57813903857486604      -0.22025858153940611        9.0481294742761731E-002
  -164.99999999999997      -0.65285329940801140      -0.26813395838488108       0.10356212078591265     
  -164.00000000000000      -0.72982177843183216      -0.32185265524091083       0.11745855010750836     
  -163.00000000000000      -0.80853932403253093      -0.38155123058270352       0.13215365156857142     
  -162.00000000000000      -0.88849070051500212      -0.44732420640052750       0.14762952090805734     
  -160.99999999999997      -0.96915416063040882      -0.51922345767537914       0.16386730254832527     
  -160.00000000000000       -1.0500050528714056      -0.59725790793483646       0.18084721255863145     
  -159.00000000000000       -1.1305194371358096      -0.68139353246521750       0.19854856274855184     
  -158.00000000000000       -1.2101776823382011      -0.77155366847013040       0.21694978586183791     
  -156.99999999999997       -1.2884680197255429      -0.86761962918721147       0.23602846183986742     
  -156.00000000000000       -1.3648900260269499      -0.96943161672191291       0.25576134512252496     
  -155.00000000000000       -1.4389580111352023       -1.0767899261444449       0.27612439295306379     
  -154.00000000000003       -1.5102042857750329       -1.1894564312438056       0.29709279465225830     
  -153.00000000000000       -1.5781822855541021       -1.3071563402535114       0.31864100182595512     
  -152.00000000000000       -1.6424695289108164       -1.4295802078754725       0.34074275946896160     
  -151.00000000000000       -1.7026703877578659       -1.5563861880461471       0.36337113792710007     
  -150.00000000000003       -1.7584186510653652       -1.6872025101252555       0.38649856567817659     
  -149.00000000000000       -1.8093798632175748       -1.8216301595570161       0.41009686289156727     
  -148.00000000000000       -1.8552534207045033       -1.9592457425693051       0.43413727572516703     
  -147.00000000000000       -1.8957744125566207       -2.0996045131459389       0.45859051131748568     
  -146.00000000000000       -1.9307151918885062       -2.2422435393458819       0.48342677343178359     
  -145.00000000000000       -1.9598866679650269       -2.3866849850551763       0.50861579870830842     
  -144.00000000000000       -1.9831393103315176       -2.5324394824519256       0.53412689347988751     
  -143.00000000000000       -2.0003638587366730       -2.6790095698492302       0.55992897110539219     
  -142.00000000000000       -2.0114917348100949       -2.8258931691566498       0.58599058977488339     
  -141.00000000000000       -2.0164951537169387       -2.9725870769743610       0.61227999073960593     
  -140.00000000000000       -2.0153869362831127       -3.1185904433052816       0.63876513691941217     
  -139.00000000000000       -2.0082200243497130       -3.2634082120393679       0.66541375183962836     
  -137.99999999999997       -1.9950867043556160       -3.4065544977310149       0.69219335884890221     
  -137.00000000000000       -1.9761175463481691       -3.5475558737505941       0.71907132056909506     
  -136.00000000000000       -1.9514800677640594       -3.6859545476418307       0.74601487852793347     
  -135.00000000000000       -1.9213771333918728       -3.8213114004513051       0.77299119292472473     
  -133.99999999999997       -1.8860451049077231       -3.9532088679083852       0.79996738247920207     
  -133.00000000000000       -1.8457517552505773       -4.0812536426153576       0.82691056431327536     
  -132.00000000000000       -1.8007939648606597       -4.2050791778472512       0.85378789381529197     
  -131.00000000000003       -1.7514952184293586       -4.3243479751504763       0.88056660443622203     
  -130.00000000000000       -1.6982029222889703       -4.4387536396548342       0.90721404736712186     
  -129.00000000000000       -1.6412855638961410       -4.5480226888632274       0.93369773104710940     
  -128.00000000000000       -1.5811297360211374       -4.6519161026430202       0.95998536045112992     
  -127.00000000000003       -1.5181370492397532       -4.7502306041981477       0.98604487610675962     
  -126.00000000000000       -1.4527209571268291       -4.8427996639365922        1.0118444927893859     
  -124.99999999999999       -1.3853035191630125       -4.9294942203474088        1.0373527378452070     
  -124.00000000000000       -1.3163121267873450       -5.0102231142496239        1.0625384890916290     
  -123.00000000000001       -1.2461762182500919       -5.0849332350543559        1.0873710122448352     
  -122.00000000000000       -1.1753240079450606       -5.1536093799756619        1.1118199978244776     
  -121.00000000000000       -1.1041792557244738       -5.2162738294171263        1.1358555974857392     
  -119.99999999999999       -1.0331581013248361       -5.2729856440341933        1.1594484597292525     
  -119.00000000000000      -0.96266598846192841       -5.3238396912086916        1.1825697649396885     
  -118.00000000000000      -0.89309470238800448       -5.3689654108572880        1.2051912597041425     
  -117.00000000000000      -0.82481954375331279       -5.4085253326120615        1.2272852903618292     
  -116.00000000000000      -0.75819666048006396       -5.4427133584451806        1.2488248357369538     
  -114.99999999999999      -0.69356055804893124       -5.4717528267449724        1.2697835390070318     
  -114.00000000000000      -0.63122180712576526       -5.4958943756738661        1.2901357386593546     
  -113.00000000000000      -0.57146496582615269       -5.5154136253371462        1.3098564984887351     
  -112.00000000000000      -0.51454673214229341       -5.5306086998520465        1.3289216365900942     
  -111.00000000000000      -0.46069434014869054       -5.5417976118194510        1.3473077532999396     
  -110.00000000000000      -0.41010421157479193       -5.5493155329537869        1.3649922580412386     
  -108.99999999999999      -0.36294087219598670       -5.5535119757134561        1.3819533950266856     
  -108.00000000000000      -0.31933614026335022       -5.5547479116848786        1.3981702677758396     
  -107.00000000000000      -0.27938859188028770       -5.5533928532023102        1.4136228624021276     
  -106.00000000000000      -0.24316330585624055       -5.5498219252276453        1.4282920696262256     
  -105.00000000000000      -0.21069188813649659       -5.5444129548641721        1.4421597054728097     
  -104.00000000000001      -0.18197277343840559       -5.5375436060339398        1.4552085306082698     
  -103.00000000000000      -0.15697179923099031       -5.5295885868070700        1.4674222682774869     
  -102.00000000000000      -0.13562304469112837       -5.5209169566313614        1.4787856207983525     
  -101.00000000000000      -0.11782992476801435       -5.5118895602731435        1.4892842845733276     
  -100.00000000000000      -0.10346652700105226       -5.5028566146436475        1.4989049635779579     
  -99.000000000000014       -9.2379176275787928E-002  -5.4941554738514737        1.5076353812869316     
  -98.000000000000000       -8.4388210279737891E-002  -5.4861085967902943        1.5154642909990172     
  -97.000000000000000       -7.9289946043262366E-002  -5.4790217403437511        1.5223814845229944     
  -96.000000000000000       -7.6858815629614635E-002  -5.4731823998637346        1.5283777991876017     
  -95.000000000000000       -7.6849646780169908E-002  -5.4688585169554793        1.5334451231395025     
  -94.000000000000000       -7.9000062131261969E-002  -5.4662974727762652        1.5375763988944040     
  -92.999999999999986       -8.3032968504350296E-002  -5.4657253830207813        1.5407656251077582     
  -92.000000000000000       -8.8659105734890983E-002  -5.4673467085139222        1.5430078565329686     
  -91.000000000000000       -9.5579622551863447E-002  -5.4713441928474289        1.5442992021367503     
  -90.000000000000000      -0.10348864515235302       -5.4778791357605554        1.5446368213433299     
  -89.000000000000000      -0.11207580233960472       -5.4870920079489691        1.5440189183815480     
  -87.999999999999986      -0.12102866941303134       -5.4991034096555049        1.5424447347117112     
  -87.000000000000000      -0.13003509142477626       -5.5140153717030662        1.5399145395123646     
  -86.000000000000000      -0.13878534496266204       -5.5319129935163405        1.5364296182110222     
  -85.000000000000000      -0.14697409630447109       -5.5528664080690451        1.5319922590475035     
  -84.000000000000000      -0.15430211264409577       -5.5769330584976169        1.5266057376639262     
  -83.000000000000014      -0.16047768216120367       -5.6041602652289093        1.5202742997218330     
  -82.000000000000000      -0.16521769805670675       -5.6345880557471109        1.5130031415544045     
  -81.000000000000000      -0.16824836139552984       -5.6682522214197348        1.5047983888706273     
  -80.000000000000000      -0.16930545781018105       -5.7051875569359858        1.4956670735386695     
  -79.000000000000000      -0.16813416398710579       -5.7454312276854331        1.4856171084879319     
  -78.000000000000000      -0.16448834160591536       -5.7890261986025742        1.4746572607835733     
  -77.000000000000014      -0.15812927931444523       -5.8360246444005819        1.4627971229440109     
  -76.000000000000000      -0.14882384777335378       -5.8864912454902063        1.4500470825914380     
  -75.000000000000014      -0.13634203926111646       -5.9405062560354018        1.4364182905481166     
  -74.000000000000000      -0.12045387237916709       -5.9981682103943399        1.4219226275176295     
  -73.000000000000000      -0.10092565475355086       -6.0595961116015395        1.4065726695208696     
  -72.000000000000000       -7.7515613148271906E-002  -6.1249309206957658        1.3903816522919952     
  -71.000000000000000       -4.9968922083570927E-002  -6.1943361389752649        1.3733634348803645     
  -70.000000000000000       -1.8012190012210699E-002  -6.2679972474193333        1.3555324627514942     
  -68.999999999999986        1.8652502442247372E-002  -6.3461197398035747        1.3369037307338840     
  -68.000000000000000        6.0353873518271012E-002  -6.4289254603824340        1.3174927462201214     
  -66.999999999999986       0.10745782797589190       -6.5166469361995283        1.2973154931006867     
  -66.000000000000000       0.16037370415466737       -6.6095193819591636        1.2763883969882273     
  -65.000000000000000       0.21956004782000701       -6.7077700570442769        1.2547282923795873     
  -64.000000000000000       0.28552949479891460       -6.8116046761619691        1.2323523925031716     
  -63.000000000000000       0.35885225128807746       -6.9211906250914854        1.2092782627110259     
  -62.000000000000000       0.44015756423686891       -7.0366368201342233        1.1855237983985105     
  -61.000000000000000       0.53013248149393399       -7.1579701838222443        1.1611072085697753     
  -59.999999999999993       0.62951712300810314       -7.2851088996154605        1.1360470063137555     
  -59.000000000000000       0.73909563476482021       -7.4178328622249392        1.1103620076119922     
  -58.000000000000000       0.85968199484472874       -7.5557520612575564        1.0840713400639623     
  -57.000000000000000       0.99209990805753223       -7.6982740205119402        1.0571944632844334     
  -56.000000000000000        1.1371561860554071       -7.8445718495327164        1.0297512028955214     
  -55.000000000000000        1.2956072867688202       -7.9935549202492231        1.0017618001964308     
  -54.000000000000000        1.4681190981504191       -8.1438446155754711       0.97324697973675722     
  -53.000000000000000        1.6552206028958159       -8.2937579474247194       0.94422803713159986     
  -52.000000000000007        1.8572527410062387       -8.4413020326588661       0.91472694952214717     
  -51.000000000000000        2.0743145585665759       -8.5841823632800232       0.88476651108273185     
  -50.000000000000000        2.3062095267936158       -8.7198274324956397       0.85437049587862335     
  -49.000000000000000        2.5523956378671944       -8.8454315238126107       0.82356385015675637     
  -48.000000000000000        2.8119434121594309       -8.9580163206289818       0.79237291576729396     
  -47.000000000000000        3.0835061553105128       -9.0545104941704473       0.76082568582526966     
  -46.000000000000000        3.3653065675247849       -9.1318446957234549       0.72895209288232188     
  -45.000000000000000        3.6551430582536675       -9.1870576035161609       0.69678432874001628     
  -43.999999999999993        3.9504178535341903       -9.2174070958003096       0.66435719355071865     
  -43.000000000000000        4.2481872852038673       -9.2204794953549225       0.63170846997752872     
  -42.000000000000000        4.5452326955117028       -9.1942893783531741       0.59887931589182442     
  -41.000000000000000        4.8381484223479019       -9.1373627989459134       0.56591466636768450     
  -40.000000000000000        5.1234416253361266       -9.0487979629763640       0.53286363261129166     
  -39.000000000000000        5.3976375257232494       -8.9282992651321216       0.49977988201060330     
  -38.000000000000000        5.6573831436984978       -8.7761829379449061       0.46672197983550578     
  -37.000000000000000        5.8995428934546039       -8.5933550275411239       0.43375366946331922     
  -36.000000000000000        6.1212803810759899       -8.3812646767792867       0.40094406463341992     
  -35.000000000000000        6.3201222743875602       -8.1418374796030051       0.36836772451865618     
  -34.000000000000000        6.4940019360837393       -7.8773947889766553       0.33610458078999117     
  -33.000000000000000        6.6412823692887830       -7.5905652544815494       0.30423968585198047     
  -32.000000000000000        6.7607596839444524       -7.2841945902831782       0.27286275356474199     
  -31.000000000000000        6.8516495837548037       -6.9612587728256203       0.24206746852373501     
  -29.999999999999996        6.9135602097890372       -6.6247847302186686       0.21195054769848959     
  -29.000000000000000        6.9464550514138308       -6.2777813077792013       0.18261054907424629     
  -28.000000000000000        6.9506096046670276       -5.9231820461272902       0.15414643572259246     
  -27.000000000000000        6.9265651184687229       -5.5638002135449414       0.12665591988377572     
  -26.000000000000004        6.8750822307670898       -5.2022956653244421       0.10023362917771886     
  -25.000000000000000        6.7970966648507138       -4.8411524848241685        7.4969154563389456E-002
  -24.000000000000000        6.6936785169564263       -4.4826659828581237        5.0945055409686142E-002
  -23.000000000000000        6.5659960816270502       -4.1289374594454671        2.8234909155512005E-002
  -21.999999999999996        6.4152846678490567       -3.7818751191297504        6.9014997525873936E-003
  -21.000000000000000        6.2428204723784999       -3.4431996305304580       -1.3004760989569070E-002
  -20.000000000000000        6.0498992964786904       -3.1144529894859652       -3.1447092649718227E-002
  -19.000000000000000        5.8378197078691194       -2.7970095479050840       -4.8403214586781006E-002
  -18.000000000000000        5.6078701449091906       -2.4920882809724727       -6.3865773538876652E-002
  -17.000000000000000        5.3613194170942391       -2.2007655657880898       -7.7842306597996541E-002
  -16.000000000000000        5.0994100577873800       -1.9239879241157043       -9.0354743972788865E-002
  -14.999999999999998        4.8233540169247426       -1.6625843354274812      -0.10143848358556738     
  -14.000000000000000        4.5343302312028477       -1.4172778525293626      -0.11114109392951102     
  -13.000000000000002        4.2334836678490948       -1.1886963519480958      -0.11952072056351490     
  -12.000000000000000        3.9219254989545953      -0.97738232762957855      -0.12664428371395609     
  -10.999999999999998        3.6007341221481890      -0.78380169268708133      -0.13258555913467604     
  -10.000000000000000        3.2709567974534441      -0.60835159343626855      -0.13742323196795059     
  -9.0000000000000000        2.9336117181002677      -0.45136726606218247      -0.14123900489509592     
  -8.0000000000000000        2.5896903743487161      -0.31312798191516034      -0.14411582890421901     
  -7.0000000000000000        2.2401601040956374      -0.19386213512014813      -0.14613630929898180     
  -6.0000000000000000        1.8859667525957615       -9.3751527949374996E-002 -0.14738132286455094     
  -5.0000000000000000        1.5280373866420249       -1.2934906876526826E-002 -0.14792886590846863     
  -4.0000000000000000        1.1672830266844019        4.8489203340455103E-002 -0.14785313836716113     
  -3.0000000000000000       0.80460137428263556        9.0460327859608558E-002 -0.14722385707312394     
  -2.0000000000000000       0.44087952258770780       0.11295450159273880      -0.14610578198387331     
  -1.0000000000000000        7.6996644748284535E-002  0.11598333995065026      -0.14455843271996252     
   0.0000000000000000      -0.28617334033694325        9.9593710184516723E-002 -0.14263596893411506     
   1.0000000000000000      -0.64782793246675219        6.3866128034341954E-002 -0.14048297879689514     
   2.0000000000000000       -1.0071701659744048        8.9094085415449952E-003 -0.13820558017912574     
   3.0000000000000000       -1.3633427665431821       -6.5133975871215777E-002 -0.13579886905116323     
   4.0000000000000000       -1.7154945379462767      -0.15808558371988835      -0.13326109120885915     
   5.0000000000000000       -2.0627781597568684      -0.26972994054318156      -0.13059317335111498     
   6.0000000000000000       -2.4043482057589420      -0.39981292611848884      -0.12779829987505092     
   7.0000000000000000       -2.7393593871818926      -0.54803961052843442      -0.12488153976835259     
   8.0000000000000000       -3.0669650323932340      -0.71407153072004859      -0.12184952562227241     
   9.0000000000000000       -3.3863158236379385      -0.89752339484834920      -0.11871018499296326     
   10.000000000000000       -3.6965588218702696       -1.0979591994833946      -0.11547252304198263     
   10.999999999999998       -3.9968368227474729       -1.3148877452260996      -0.11214645451636299     
   12.000000000000000       -4.2862881004803830       -1.5477575401187111      -0.10874268260920228     
   13.000000000000002       -4.5640466114384424       -1.7959510883216401      -0.10527262200068761     
   14.000000000000000       -4.8292427460493981       -2.0587785749189123      -0.10174836335038170     
   14.999999999999998       -5.0810047353128684       -2.3354709776607527       -9.8182676635843430E-002
   16.000000000000000       -5.3184608366119228       -2.6251726643765041       -9.4589050959750537E-002
   17.000000000000000       -5.5407424415741993       -2.9269335722387919       -9.0981768734866297E-002
   18.000000000000000       -5.7469882651797572       -3.2397011135994669       -8.7376012467371922E-002
   19.000000000000000       -5.9363497882598377       -3.5623120141801992       -8.3788002663578318E-002
   20.000000000000000       -6.1079981324389525       -3.8934843640321537       -8.0235165656163537E-002
   21.000000000000000       -6.2611325441461094       -4.2318102501860979       -7.6736330359735996E-002
   21.999999999999996       -6.3949906484739039       -4.5757494413868649       -7.3311953098851135E-002
   23.000000000000000       -6.5088605995789184       -4.9236247070142154       -6.9984369681804548E-002
   24.000000000000000       -6.6020951966513239       -5.2736194689653848       -6.6778073796789350E-002
   25.000000000000000       -6.6741279478146334       -5.6237785983382169       -6.3720020557782198E-002
   26.000000000000004       -6.7244909438695002       -5.9720132656047280       -6.0839953597916711E-002
   27.000000000000000       -6.7528342465336557       -6.3161108165033797       -5.8170753467765152E-002
   28.000000000000000       -6.7589463019213740       -6.6537506545266307       -5.5748804212339832E-002
   29.000000000000000       -6.7427746646174844       -6.9825270394683461       -5.3614373839941665E-002
   29.999999999999996       -6.7044460729060322       -7.2999795333537962       -5.1812002924849804E-002
   31.000000000000000       -6.6442846721820636       -7.6036315157056968       -5.0390893774013922E-002
   32.000000000000000       -6.5628269714585068       -7.8910367325455901       -4.9405290412208848E-002
   33.000000000000000       -6.4608319761726829       -8.1598332352144496       -4.8914837089883638E-002
   34.000000000000000       -6.3392849140920662       -8.4078033253358964       -4.8984900102206408E-002
   35.000000000000000       -6.1993931049309046       -8.6329372988602113       -4.9686834464269761E-002
   36.000000000000000       -6.0425728543719064       -8.8334979549551687       -5.1098173493274897E-002
   37.000000000000000       -5.8704267956124925       -9.0080821141858927       -5.3302715732732910E-002
   38.000000000000000       -5.6847118410317092       -9.1556749041955072       -5.6390480110118192E-002
   39.000000000000000       -5.4872987878905750       -9.2756924497141071       -6.0457497019010820E-002
   40.000000000000000       -5.2801255480232561       -9.3680089509720919       -6.5605400517568371E-002
   41.000000000000000       -5.0651468110984172       -9.4329649989723450       -7.1940785486142342E-002
   42.000000000000000       -4.8442835581652233       -9.4713553260062522       -7.9574293922484649E-002
   43.000000000000000       -4.6193760844071940       -9.4843959018709931       -8.8619397173754708E-002
   43.999999999999993       -4.3921439808397285       -9.4736721534374606       -9.9190846438551056E-002
   45.000000000000000       -4.1641558512096530       -9.4410718474357189      -0.11140277291400368     
   46.000000000000000       -3.9368104769777070       -9.3887075688299664      -0.12536643198731476     
   47.000000000000000       -3.7113298449868726       -9.3188345359115452      -0.14118760312326020     
   48.000000000000000       -3.4887631268406101       -9.2337696023817930      -0.15896367846892190     
   49.000000000000000       -3.2699995628688878       -9.1358167143979347      -0.17878049809103982     
   50.000000000000000       -3.0557874351021872       -9.0272029453985017      -0.20070901699624644     
   51.000000000000000       -2.8467560142233590       -8.9100277404853205      -0.22480191682890829     
   52.000000000000007       -2.6434375407550554       -8.7862264197422828      -0.25109030094151980     
   53.000000000000000       -2.4462868665438426       -8.6575475532645605      -0.27958063244889364     
   54.000000000000000       -2.2556971915832742       -8.5255427052536294      -0.31025208774923996     
   55.000000000000000       -2.0720112118429146       -8.3915663400422069      -0.34305449982920161     
   56.000000000000000       -1.8955277896314631       -8.2567833926937837      -0.37790705411515407     
   57.000000000000000       -1.7265048573471224       -8.1221820660384711      -0.41469787347494197     
   58.000000000000000       -1.5651596150221183       -7.9885897203387577      -0.45328458855347542     
   59.000000000000000       -1.4116671850856584       -7.8566901572051648      -0.49349593707814676     
   59.999999999999993       -1.2661587899641784       -7.7270410658001891      -0.53513437500118999     
   61.000000000000000       -1.1287202880715466       -7.6000908243447594      -0.57797961869387138     
   62.000000000000000      -0.99939161366901796       -7.4761941925207234      -0.62179297701562586     
   63.000000000000000      -0.87816737752681762       -7.3556266773351444      -0.66632228107068203     
   64.000000000000000      -0.76499864123470929       -7.2385975130782834      -0.71130718305045337     
   65.000000000000000      -0.65979570101727270       -7.1252612829962230      -0.75648457728329743     
   66.000000000000000      -0.56243161207235193       -7.0157282476753453      -0.80159389784246593     
   66.999999999999986      -0.47274614431739970       -6.9100734528171754      -0.84638206685812334     
   68.000000000000000      -0.39054987054912477       -6.8083446826873812      -0.89060790303545245     
   68.999999999999986      -0.31562813167347553       -6.7105693155772865      -0.93404584628444032     
   70.000000000000000      -0.24774468518909629       -6.6167601300182870      -0.97648890653625475     
   71.000000000000000      -0.18664490981715345       -6.5269201076070358       -1.0177507974792166     
   72.000000000000000      -0.13205850203313735       -6.4410462801865993       -1.0576672644890901     
   73.000000000000000       -8.3701653769735651E-002  -6.3591326746088530       -1.0960966569828174     
   74.000000000000000       -4.1278742151934035E-002  -6.2811724157560960       -1.1329198266751788     
   75.000000000000014       -4.4835913834661402E-003  -6.2071590563704060       -1.1680394539894312     
   76.000000000000000        2.6999615182863802E-002  -6.1370872093012858       -1.2013789155433665     
   77.000000000000014        5.3495686431537876E-002  -6.0709525632180750       -1.2328808074330346     
   78.000000000000000        7.5337951176571522E-002  -6.0087513662266021       -1.2625052337200433     
   79.000000000000000        9.2867879729348179E-002  -5.9504794630739584       -1.2902279590552492     
   80.000000000000000       0.10643472533398868       -5.8961309708485254       -1.3160385106576922     
   81.000000000000000       0.11639512208259667       -5.8456966755482567       -1.3399382996074378     
   82.000000000000000       0.12311258756051589       -5.7991622279299877       -1.3619388159775401     
   83.000000000000014       0.12695689025553317       -5.7565062120158261       -1.3820599377402920     
   84.000000000000000       0.12830325308749660       -5.7176981538431004       -1.4003283803095112     
   85.000000000000000       0.12753137488335572       -5.6826965317930727       -1.4167763023985327     
   86.000000000000000       0.12502426101511391       -5.6514468433552523       -1.4314400747180878     
   87.000000000000000       0.12116686263030527       -5.6238797766693267       -1.4443592108686654     
   87.999999999999986       0.11634453092374362       -5.5999095287757230       -1.4555754544395656     
   89.000000000000000       0.11094129876476436       -5.5794323063004940       -1.4651320125849177     
   90.000000000000000       0.10533800678308680       -5.5623250383678089       -1.4730729239484521     
   91.000000000000000        9.9910294822333781E-002  -5.5484443259156686       -1.4794425474950197     
   92.000000000000000        9.5026482594037232E-002  -5.5376256463090714       -1.4842851583352621     
   92.999999999999986        9.1045365507025425E-002  -5.5296828272072096       -1.4876446367850988     
   94.000000000000000        8.8313953102187523E-002  -5.5244077990443801       -1.4895642375005564     
   95.000000000000000        8.7165178378001223E-002  -5.5215706312205866       -1.4900864264206453     
   96.000000000000000        8.7915606625501741E-002  -5.5209198531544752       -1.4892527743173887     
   97.000000000000000        9.0863172272824921E-002  -5.5221830577152051       -1.4871038969015127     
   98.000000000000000        9.6284971728014784E-002  -5.5250677812076843       -1.4836794325973530     
   99.000000000000014       0.10443513935846616       -5.5292626510244602       -1.4790180502337353     
   100.00000000000000       0.11554283260127296       -5.5344387892863347       -1.4731574799671099     
   101.00000000000000       0.12981035080126813       -5.5402514582624356       -1.4661345617396000     
   102.00000000000000       0.14741141075766617       -5.5463419310813018       -1.4579853064677215     
   103.00000000000000       0.16848960015691317       -5.5523395692101589       -1.4487449659539042     
   104.00000000000001       0.19315702810750204       -5.5578640863856297       -1.4384481082138474     
   105.00000000000000       0.22149318989581632       -5.5625279771207552       -1.4271286955228393     
   106.00000000000000       0.25354406087613240       -5.5659390865870852       -1.4148201630098032     
   107.00000000000000       0.28932143211247091       -5.5677032975743268       -1.4015554960765884     
   108.00000000000000       0.32880249802753553       -5.5674273093605819       -1.3873673052999231     
   108.99999999999999       0.37192970390289820       -5.5647214826816889       -1.3722878977924176     
   110.00000000000000       0.41861085863488512       -5.5592027245650995       -1.3563493442646068     
   111.00000000000000       0.46871951570039511       -5.5504973865903890       -1.3395835412495385     
   112.00000000000000       0.52209562284362099       -5.5382441501496968       -1.3220222681311462     
   113.00000000000000       0.57854643857700083       -5.5220968725048518       -1.3036972387636452     
